AcctNum,Name,Type,TypeDesc,Addr1,Addr2,City,State,Zip,County,Phone,ChrNameLast,ChrNameFirst,ChrNameMiddle,TrsNameLast,TrsNameFirst,TrsNameMiddle
79210,Freedom and Liberty Fund,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Brodeur,Jason,,Fenner,Noreen,
66014,"Freedom First Committee, Inc.",PAC,Political Committee,"115 East Park Avenue, Suite 1",,Tallahassee,FL,32301,Leon,3522755004,Jones,William,S.,Jones,William,S.
83580,Freedom In Education,PAC,Political Committee,4914 SW 72 Avenue,,Miami,FL,33155,Miami-Dade,3054450777,Colucci,Monica,,Riesco,Jose,A.
83911,Freedom on the Move,PAC,Political Committee,54 West Granada Boulevard,,Ormond Beach,FL,32174,Volusia,3862123957,Partington,Bill,,Scudiero,Mike,
89672,Freedom Syndicate PAC,PAC,Political Committee,732 North Highland Avenue,,Tarpon Springs,FL,34688,Pinellas,7026371586,Love,Aaron,,Minching,Simon,H.
60621,FRF Political Committee,PAC,Political Committee,227 South Adams Street,,Tallahassee,FL,32301,Leon,8502224082,Shalley,R.,Scott,Cash,Traci,
89622,Friend of Paula,PAC,Political Committee,4473 Willow Wind Court,,Orlando,FL,32835,Orange,6893564483,Ashton,John,,Ashton,John,
84336,Friends For A Better St. Petersburg,PAC,Political Committee,1814 West University Avenue,,Gainesville,FL,32603,Alachua,9046547407,Andrews,Nicholas,P,Andrews,Nicholas,P
89060,Friends of  Lebron,PAC,Political Committee,1640 The Oaks Boulevard,,Kissimmee,FL,34746,Osceola,4075920275,Swartz,Jonathan,Albert,Swartz,Jonathan,Albert
84410,Friends of Adam Ross,PAC,Political Committee,9800 4th Street North,Suite 200,St. Petersburg,FL,33702,Pinellas,7272015477,Ross,Adam,McGill,Jodoin,Jamie,C.
90609,Friends of Alexander Lambridis,PAC,Political Committee,2055 NW 4th Terrace #43B,,Boca Raton,FL,33431,Palm Beach,9199875436,Lambridis,Alexander,,Lambridis,Alexander,
84510,Friends of Alexcia Cox,PAC,Political Committee,9200 Belvedere Road,Suite 202,West Palm Beach,FL,33411,Palm Beach,5616899787,Asnani,Rick,,LeeBove,Kim,
89488,Friends of Allen Eason,PAC,Political Committee,96215 Palm Bluff Drive,,Fernandina Beach,FL,32034,Nassau,9048596883,Eason,Allen,,Kestner,Jill,
90642,Friends of Amanda Silvestri,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Silvestri,Amanda,,Fenner,Noreen,
89437,Friends of Amaro Lionheart,PAC,Political Committee,2714 Lakebreeze Lane South,,Clearwater,FL,33759,Pinellas,3057613419,Lionheart,Amaro,,Lionheart,Amaro,
79732,Friends of Amira Fox,PAC,Political Committee,"1375 Jackson Street, #202",,Fort Myers,FL,33901,Lee,2399802224,Fox,Amira,,Fenner,Noreen,
89494,Friends of Amy Lockhart,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Lockhart,Amy,,Fenner,Noreen,
89026,Friends of Anne Gerwig,PAC,Political Committee,"2101 Vista Parkway, Suite 204",,West Palm Beach,FL,33411,Palm Beach,5613517869,Nelson,Francine,,Nelson,Francine,
91195,Friends of Annette Taddeo PC,PAC,Political Committee,1742 West Flagler Street,,Miami,FL,33135,Miami-Dade,7867624990,Taddeo,Annette,,Kuhn,Maria,
79577,Friends of Arringtons,PAC,Political Committee,Post Office Box 20252,,Saint Petersburg,FL,33742,Pinellas,8133357472,Arrington,Kristen,,Jodoin,Jamie,C.
89506,Friends of Ashley Litwin Diego PC,PAC,Political Committee,1742 West Flagler Street,,Miami,FL,33135,Miami-Dade,7867624990,Uvert,Christian,,Kuhn,Maria,
83464,Friends of Ben Albritton,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,,8504041000,Albritton,Ben,,Fenner,Noreen,A.
90257,Friends of Ben Braver,PAC,Political Committee,10522 Mistflower Lane,,Tampa,FL,33647,Hillsborough,2163143066,Braver,Ben,,Braver,Ben,
66266,Friends of Ben Diamond,PAC,Political Committee,Post Office Box 1701,,Tallahassee,FL,323021701,Leon,8505674878,Herron,Mark,,Herron,Mark,
93228,Friends of Bev Slough,PAC,Political Committee,"1722 NW 80th Blvd, Suite 90",,Gainesville,FL,32606,Alachua,3522755004,Jones,William,S.,Jones,William,S.
89697,Friends of Bianca,PAC,Political Committee,Post Office Box 20252,,St. Petersburg,FL,33742,Pinellas,7272387452,Jodoin,Jamie,C.,Jodoin,Jamie,C.
89895,Friends of Bill Carlson,PAC,Political Committee,301 W. Platt Street,Suite A-379,Tampa,FL,33606,Hillsborough,8132280652,Hall,Tom,,Watkins,Michael,I.
89238,Friends of Bill Poteet,PAC,Political Committee,1722 NW 80th Boulevard,Suite 90,Gainesville,FL,32606,Alachua,3522755004,Jones,William,S,Jones,William,S
79506,Friends of Blaise Ingoglia,PAC,Political Committee,610 South Boulevard,,Tampa,FL,33606,Hillsborough,8132543369,Ingoglia,Blaise,,Watkins,Nancy,H
89075,Friends of Bob Buckhorn,PAC,Political Committee,701 S Howard Avenue #106-813,,Tampa,FL,33606,Hillsborough,8137330070,Brill,Jonathan,,Brill,Jonathan,
88548,Friends of Bobby Powell,PAC,Political Committee,Post Office Box 1701,,Tallahassee,FL,32302,Leon,8505674878,Powell Jr.,Bobby,,Herron,Mark,
88907,Friends of Brannan,PAC,Political Committee,1722 Northwest 80th  Boulevard,Suite 90,Gainesville,FL,32606,Alachua,3522755004,Jones,William,S,Jones,William,S.
79940,Friends of Brian Hamman,PAC,Political Committee,"1375 Jackson Street, Suite 202",,Fort Myers,FL,33901,Lee,2399802224,Hamman,Brian,,Fenner,Noreen,
89118,Friends of Brian Hodgers,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Hodgers,Brian,,Fenner,Noreen,A.
91788,Friends of Brian Nathan,PAC,Political Committee,Post Office Box 1701,,Tallahassee,FL,323021701,Leon,8505674878,Nathan,Brian,,Herron,Mark,
89891,Friends of Brittany Lyssy,PAC,Political Committee,610 South Boulevard,,Tampa,FL,33606,Hillsborough,8132543369,Lyssy,Brittany,,Watkins,Nancy,H.
89885,Friends of Budensiek,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Budensiek,John,,Fenner,Noreen,A.
89043,Friends of Byron Donalds PAC,PAC,Political Committee,"6017 Pine Ridge Road, #361",,Naples,FL,34119,Leon,6173036800,Smith,Ryan,,Crate,Bradley,T.
73881,Friends of Carlos Guillermo Smith,PAC,Political Committee,Post Office Box 677205,,Orlando,FL,32867,Orange,4049344944,Smith,Carlos,Guillermo,Green,Shelby,
76364,Friends of Carmine Marceno,PAC,Political Committee,133 Harbor Drive South,,Venice,FL,34285,Sarasota,9412006551,Marceno,Carmine,,Robinson,Eric,
80281,Friends of Carolina Amesty,PAC,Political Committee,526 East Park Avenue,,Tallahassee,FL,32301,Leon,8505666203,Rosario,Jay,,Doster,Russell,
74217,Friends of Chad Chronister,PAC,Political Committee,610 South Boulevard,,Tampa,FL,33606,Hillsborough,8132543369,St.John,Thomas,,Watkins,Nancy,H.
84392,Friends of Chad Johnson,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Johnson,Angela,,Fenner,Noreen,A
84277,Friends of Chris Hall,PAC,Political Committee,6540 Trail Boulevard,,Naples,FL,34108,Collier,2562441493,Hall,James,A.,Hall,Dorothy,
88697,Friends of Chris Hoffman,PAC,Political Committee,1722 Northwest 80th Boulevard,Suite 90,Gainesville,FL,32606,Alachua,3522755004,Jones,William,S.,Jones,William,S.
79689,Friends of Chris Latvala,PAC,Political Committee,Post Office Box 20252,,St. Petersburg,FL,33742,Pinellas,7275459566,Goode,Rachel,,Jodoin,Jamie,C.
90720,Friends of Chris Nocco,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Nocco,Chris,,Fenner,Noreen,
83854,Friends of Chris Scherer,PAC,Political Committee,610 South Boulevard,,Tampa,FL,33606,Hillsborough,8132543369,Scherer,Chris,,Watkins,Nancy,H
90704,Friends of Chris Taylor,PAC,Political Committee,Post Office Box 9761,,Tampa,FL,33674,Hillsborough,8134676999,Taylor,Christopher,,L'Herrou,Bradley,
89438,Friends Of Chris Vincent,PAC,Political Committee,5000 North Ocean Boulevard,#209,Lauderdale By The Sea,FL,33308,Broward,9546128606,Vincent,Chris,,Denapoli,Richard,
84476,Friends of Christian Caban,PAC,Political Committee,301 South Bronough Street,#600,Tallahassee,FL,32301,Leon,8505446255,Caban,Christian,,Richards,Allison,
88898,Friends of Christina Lambert,PAC,Political Committee,"9200 Belvedere Road, Suite 202",,West Palm Beach,FL,33411,Palm Beach,5616899787,Asnani,Rick,,LeeBove,Kim,
84672,Friends of Christine Miller,PAC,Political Committee,"4522 W Village Drive, #655",,Tampa,FL,33624,Hillsborough,8135230326,White,Wendy,,White,Wendy,
89603,Friends of Christopher Blackmon,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Blackmon,Christopher,,Fenner,Noreen,A.
70505,Friends of Colleen Burton,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Burton,Colleen,,Fenner,Noreen,A.
83319,Friends of Corey Simon,PAC,Political Committee,2640-A Mitcham Drive,,Tallahassee,FL,32308,Leon,8508771099,Simon,Corey,,Dupree,Abby,
89758,Friends of Cynthia West,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,West,Cynthia,,Fenner,Noreen,A.
89615,Friends of Dana Middleton,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Palm Beach,8504041000,Middleton,Dana,,Fenner,Noreen,A.
79273,Friends of Dana Trabulsy,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Trabulsy,Dana,,Fenner,Noreen,A.
90715,Friends of Daniel Zapata,PAC,Political Committee,1722 NW 80th Boulevard,Suite 90,Gainesville,FL,32606,Alachua,3522755004,Jones,William,S.,Jones,William,S
83561,Friends of Danny Alvarez,PAC,Political Committee,4522 W Village Drive,#655,Tampa,FL,33624,Hillsborough,8135230326,Alvarez,Danny,,White,Wendy,
84027,Friends of Danny Nix,PAC,Political Committee,133 Harbor Drive South,,Venice,FL,34285,Sarasota,9414887794,Robinson,Eric,,Robinson,Eric,
84248,Friends of Darla Bonk,PAC,Political Committee,Post Office Box 20252,,St. Petersburg,FL,33742,Pinellas,,Stefanacci,Dominick,,Jodoin,Jamie,C
93211,Friends of Darryl Block,PAC,Political Committee,4455 Hood Ave,,Titusville,FL,32780,Seminole,7049931593,Wickline,Chasidy,,Barnard,Robert,C.
85854,Friends of David Mulicka,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Mulicka,David,,Fenner,Noreen,A.
89809,Friends of David Neuman,PAC,Political Committee,122 Lagoon Avenue,,Melbourne,FL,32901,Brevard,3213263287,Neuman,David,,Neuman,David,
83447,Friends of David Silvers,PAC,Political Committee,"9200 Belvedere Road, Suite 202",,West Palm Beach,FL,33411,Palm Beach,5616899787,Asnani,Rick,,LeeBove,Kim,
74137,Friends of David Smith,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Smith,David,,Fenner,Noreen,A.
89037,Friends of Debbie Mayfield,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Mayfield,Debbie,,Fenner,Noreen,A.
84489,Friends of Deborah Poulalion,PAC,Political Committee,164 Sheridan Avenue,,Longwood,FL,32750,Seminole,4073320405,Ardinger,Dennis,B.,Dwyer,Ann,L.
89366,Friends of Debra Tendrich,PAC,Political Committee,6045 Lace Wood Circle,,Lake Worth,FL,33462,Palm Beach,6784283370,Tendrich,Debra,,Stern,Karen,
89732,Friends of DeNiro,PAC,Political Committee,610 South Boulevard,,Tampa,FL,33606,Hillsborough,8132543369,DeNiro,Jim,,Watkins,Nancy,H.
84275,Friends of Denise Carlin,PAC,Political Committee,"1375 Jackson Street, Ste 202",,Ft. Myers,FL,33901,Lee,8504041000,Carlin,Denise,,Fenner,Noreen,
79765,Friends of Dennis Hinds,PAC,Political Committee,3375 Southwest 173 Way,,Miramar,FL,33029,Broward,9542669876,Hinds,Dennis,,Wilson,Milton,
84412,Friends of Dennis Lemma,PAC,Political Committee,526 East Park Avenue,,Tallahassee,FL,32301,Leon,8505666203,Streetman,Fred,,Doster,Russell,
84006,Friends of Donna Cameron Cepeda,PAC,Political Committee,"4522 W Village Drive, #655",,Tampa,FL,33624,Hillsborough,8135230326,Cepeda,Donna,Cameron,White,Wendy,
89528,Friends of Dorothea Taylor Bogert,PAC,Political Committee,PO Box 1896,,Auburndale,FL,33823,Polk,8639670096,Bogert,Dorothea,Taylor,Burton,Jacob,
83919,Friends of Ebo Entsuah,PAC,Political Committee,1722 North West 80th Boulevard,Suite 90,Gainesville,FL,32606,Alachua,3522755004,Jones,William,S.,Jones,William,S.
69726,Friends of Ed Hooper,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Hooper,Ed,,Fenner,Noreen,A.
84075,Friends of Ed Montanari,PAC,Political Committee,9800 4th Street North,Suite 200,St.Petersburg,FL,33702,Pinellas,8504041000,Montanari,Ed,,Fenner,Noreen,A
89593,Friends of Elizabeth Accomando,PAC,Political Committee,120 South Monroe Street,,Tallahassee,FL,32301,Leon,8507277087,Accomando,Elizabeth,,Ramba,David,E.
89363,Friends of Erica Whitfield,PAC,Political Committee,"9200 Belvedere Road, Suite 202",,West Palm Beach,FL,33411,Palm Beach,5616899787,Asnani,Rick,,LeeBove,Kim,
79827,Friends of Erin Grall,PAC,Political Committee,7555 20th Street,,Vero Beach,FL,32966,Indian River,7725690000,Grall,Erin,,Fenner,Noreen,A.
79615,Friends of Farias,PAC,Political Committee,Post Office Box 653223,,Miami,FL,332653223,Miami-Dade,7862867815,Farias,Johnny,G.,Farias,Johnny,G.
89653,Friends of Frank Lago,PAC,Political Committee,"2100 Salzedo Street, Suite 200",,Coral Gables,FL,33134,Miami-Dade,3054386528,Lago,Frank,,Fiore,Anthony,
69868,Friends of Gayle Harrell,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Harrell,Gayle,,Fenner,Noreen,
74983,Friends of Gina Driscoll,PAC,Political Committee,Post Office Box 9761,,Tampa,FL,33674,Pinellas,7276550192,Rimer,Terry,,Rimer,Terry,
88565,Friends of Gloria Branch,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Branch,Gloria,,Fenner,Noreen,A.
84143,Friends of Grady Judd,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504141000,McKeel,Seth,,Fenner,Noreen,A.
83966,Friends of Greg Folley,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Folley,Greg,,Fenner,Noreen,A.
79522,Friends of Griff Griffitts,PAC,Political Committee,526 E. Park Ave,,Tallahassee,FL,32301,Sarasota,8505666203,Doster,Russell,,Doster,Russell,
89563,Friends of Hilary Holley,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Holley,Hilary,,Fenner,Noreen,
79268,Friends of Hillary Cassel,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Broward,8504041000,Cassel,Hillary,,Fenner,Noreen,A.
90656,Friends of Honor Fund,PAC,Political Committee,201 South Monroe Street,4th Floor,Tallahassee,FL,32301,Leon,8507240605,Kato,Natalie,,Kato,Natalie,
89343,Friends of Hugo Vargas,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,2399802224,Vargas,Hugo,,Fenner,Noreen,
83954,Friends of Hunter Peeler,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Peeler,Hunter,,Fenner,Noreen,A.
93225,Friends of James Bush III,PAC,Political Committee,Post Office Box 20252,,St. Petersburg,FL,33702,Pinellas,8133357472,Bush III,James,,Jodoin,Jamie,C.
83955,Friends of James St. George,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,St.George,James,,Fenner,Noreen,A
89007,Friends of James Uthmeier,PAC,Political Committee,2640A Mitcham Drive,,Tallahassee,FL,32308,Leon,8508771099,Uthmeier,James,,Heitmeyer,Rich,
89294,Friends of Jane Aman,PAC,Political Committee,7720 Clove Hitch Way,,Orlando,FL,32832,Orange,3212956304,Gamboa,Jose,,Gamboa,Jose,
89108,Friends of Jason Paul Smith,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Smith,Jason,Paul,Fenner,Noreen,A.
89878,Friends of Jay Zembower PAC,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Zembower,Jay,,Fenner,Noreen,"A,"
79996,Friends of Jennifer Canady,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Canady,Jennifer,,Fenner,Noreen,A
85513,Friends of Jennifer Kincart Jonsson,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Hillsborough,8504041000,Jonsson,Jennifer,,Fenner,Noreen,A.
89406,Friends of Jennifer Winkler,PAC,Political Committee,133 Harbor Drive South,,Venice,FL,34285,Sarasota,9414887794,Winkler,Jennifer,,Robinson,Eric,
89854,Friends of Jerusa Zitta,PAC,Political Committee,Post Office Box 20252,,St. Petersburg,FL,33742,Pinellas,8133357472,Zitta,Arno,,Jodoin,Jamie,C.
83605,Friends of Jim Boyd,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Boyd,Jim,,Fenner,Noreen,A.
89149,Friends of Jim Gray,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Gray,Jim,,Fenner,Noreen,A.
74575,Friends of Jim Mooney,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Mooney Jr,James,Vernon,Fenner,Noreen,A.
84851,Friends of Joe Gruters,PAC,Political Committee,1722 Northwest 80th Boulevard,Suite 90,Gainesville,FL,32606,Alachua,3522755004,Jones,William,S,Jones,William,S.
89476,Friends of Joe Morgan,PAC,Political Committee,120 South Monroe Street,,Tallahassee,FL,32301,Leon,8507277087,Morgan,Joe,,Ramba,David,E
83961,Friends of Joe Saunders,PAC,Political Committee,1742 West Flagler Street,,Miami,FL,33135,Miami-Dade,7867624990,Ulvert,Christian,,Kuhn,Maria,
83998,Friends of Joel Flores,PAC,Political Committee,9200 Belvedere Road,Suite 202,West Palm Beach,FL,33411,Palm Beach,5616899787,Asnani,Rick,,LeeBove,Kim,
89618,Friends of Johanna Lopez,PAC,Political Committee,P.O. Box 720533,,Orlando,FL,32872,Orange,3212956304,Gamboa,Jose,,Gamboa,Jose,
89614,Friends of John Gunter,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Gunter,John,,Fenner,Noreen,A.
89922,Friends of John Harshman,PAC,Political Committee,"9200 Belvedere Road, Suite 202",,West Palm Beach,FL,33411,Palm Beach,5616899787,Asnani,Rick,,LeeBove,Kim,
91295,Friends of John Lowndes,PAC,Political Committee,"701 S. Howard Ave, #106-813",,Tampa,FL,33606,Hillsborough,8137330070,McIntosh,Elizabeth,,Brill,Jonathan,
89791,Friends of Jon Fay,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Fay,Jon,,Fenner,Noreen,A.
89143,Friends of Jon Maples,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Maples,Jon,,Fenner,Noreen,A.
84643,Friends of Jonathan Albert PC,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Polk,8504041000,Albert,Jonathan,,Fenner,Noreen,A.
83403,Friends of Jonathan Martin,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Smith,Ryan,,Fenner,Noreen,A.
90081,Friends of Jonathan Rubin,PAC,Political Committee,P. O. Box 20252,,St. Petersburg,FL,33742,Martin,,Rubin,Jonathan,,Jodoin,Jamie,C.
93191,Friends of Jorge Figueroa,PAC,Political Committee,106 N Alderwood Street,,Winter Springs,FL,32708,Seminole,4079133579,Ruiz,Rafiq,Rao,Gamboa,Jose,
84276,Friends of Jose Alvarez,PAC,Political Committee,120 South Monroe Street,,Tallahassee,FL,32301,Leon,8507277087,Ramba,David,E,Ramba,David,E
83770,Friends of Joshua Wostal,PAC,Political Committee,1722 Northwest 80th Boulevard,Suite 90,Gainesville,FL,32606,Hillsborough,3522755004,Jones,William,,Jones,William,
89569,Friends of Josie Tomkow,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Tomkow,Josie,,Fenner,Noreen,A.
89085,Friends of JPO,PAC,Political Committee,Post Office Box 20252,,St. Petersburg,FL,33742,Pinellas,5612922754,Cummings,Greg,,Jodoin,Jamie,C.
83717,Friends of Judson Sapp,PAC,Political Committee,610 South Boulevard,,Tampa,FL,33606,Clay,8132543369,Sapp,Judson,,Watkins,Nancy,H
93196,Friends of Judy Ngying,PAC,Political Committee,Post Office Box 390241,,Deltona,FL,32739,Volusia,3867178067,Ngying,Judy,,Ngying,Sean,
89304,Friends of Karen Brill,PAC,Political Committee,"9200 Belvedere Road, Suite 202",,West Palm Beach,FL,33411,Palm Beach,5616899787,Brill,Karen,,LeeBove,Kim,
84201,Friends of Karen Gonzalez Pittman,PAC,Political Committee,610 South Boulevard,,Tampa,FL,33606,Hillsborough,8132543369,Gonzalez Pittman,Karen,,Watkins,Nancy,H
81671,Friends of Katherine Waldron,PAC,Political Committee,1427 Piedmont Drive East,Suite 2,Tallahassee,FL,32308,Leon,8503851120,McLeod,Taylor,,Gay,Andrew,
89441,Friends of Kelly Ann Walker,PAC,Political Committee,610 South Boulevard,,Tampa,FL,33606,Hillsborough,8132543369,Walker,Kelly,Ann,Watkins,Nancy,H.
79526,Friends of Kevin Anderson,PAC,Political Committee,Post Office Box 20252,,Saint Petersburg,FL,33742,Pinellas,8133357472,Brylanski,Rick,,Jodoin,Jamie,C.
85358,Friends of Kevin Chambliss,PAC,Political Committee,Post Office Box 1701,,Tallahassee,FL,32302,Leon,8505674878,Herron,Mark,,Herron,Mark,
74220,Friends of Kevin Ruane,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Lee,8504041000,Ruane,Kevin,,Fenner,Noreen,
89074,Friends of Kim Amontree,PAC,Political Committee,"1375 Jackson Street, Suite 202",,Fort Myers,FL,33901,Lee,8504041000,Amontree,Kim,,Fenner,Noreen,A
80981,Friends of Kim Berfield,PAC,Political Committee,610 South Boulevard,,Tampa,FL,33606,Hillsborough,8132543369,Berfield,"Kimberly ""Kim""",,Watkins,Nancy,H.
83851,Friends of Kim Kendall,PAC,Political Committee,526 East Park Avenue,,Tallahassee,FL,32301,,8505666203,Doster,Russell,,Doster,Russell,
79859,Friends of Kiyan Michael,PAC,Political Committee,526 East Park Avenue,,Tallahassee,FL,32301,Leon,8505666203,Doster,Russell,S.,Doster,Russell,S.
60432,Friends of Landscape Architecture Political Committee,PAC,Political Committee,119 South Monroe Street,Suite 202,Tallahassee,FL,32301,Leon,8506816788,Flannigan,David,,Ferguson,Diana,
89561,"Friends of Larisa Svechin, Inc.",PAC,Political Committee,Post Office Box 30265,,Fort Launderdale,FL,33303,Broward,9547670300,Hildrew,Steve,,Blank,Jason,B.
89446,Friends of Laura Hine,PAC,Political Committee,525 16th Avenue Northeast,,St. Petersburg,FL,33704,Pinellas,7278718642,Hine,Laura,,Hillyer,Marianne,
75035,Friends of Lauren Melo,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Melo,Lauren,,Fenner,Noreen,
78833,Friends of Lee Constantine,PAC,Political Committee,640 Jasmine Road,,Altamonte Springs,FL,32701,Seminole,4072215551,Constantine,Lee,,Constantine,Lee,
89240,Friends of Lee Steinhauer,PAC,Political Committee,526 East Park Avenue,,Tallahassee,FL,32301,Leon,8502228156,Steinhauer,Raleigh,Lee,Doster,Russell,
88518,Friends of Leonard Spencer,PAC,Political Committee,701 South Howard Avenue,#106-813,Tampa,FL,33606,Hillsborough,8137330070,Harris,Kristie,,Brill,Jonathan,
89592,Friends of Les Nichols,PAC,Political Committee,931 Tangled Oaks Drive,,Sarasota,FL,34232,Sarasota,8509102969,Nichols,Les,,Nichols,Les,
89449,Friends of Liesa Priddy,PAC,Political Committee,610 S. Boulevard,,Tampa,FL,33606,Hillsborough,8132543369,Priddy,Liesa,,Watkins,Nancy,H.
79225,Friends of Linda Chaney,PAC,Political Committee,2055 NW Diamond Creek Way,,Jensen Beach,FL,34957,Martin,7722618100,Chaney,Linda,,Millner,Michael,
89759,Friends of Lindsey Denmark,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Denmark,Lindsey,,Fenner,Noreen,
89146,Friends of Lisa Yeager,PAC,Political Committee,2055 NW Diamond Creek Way,,Jensen Beach,FL,34957,Martin,7722618100,Yeager,Lisa,,Millner,Debbie,
88922,Friends of Local Government,PAC,Political Committee,1931 Cordova Road 2016,,Ft. Lauderdale,FL,33316,Broward,2027635530,Johnson,Kathleen,,Johnson,Kathleen,
69825,Friends of Lori Berman,PAC,Political Committee,Post Office Box 1701,,Tallahassee,FL,32302,Leon,8505674878,Herron,Mark,,Herron,Mark,
89431,Friends of Luiz F F Garcia,PAC,Political Committee,"4522 W Village Drive, #655",,Tampa,FL,33624,Hillsborough,8135230326,Garcia,Luiz,F F,White,Wendy,
83980,Friends of Mack Bernard PC,PAC,Political Committee,Post Office Box 1701,,Tallahassee,FL,32302,Leon,8505674878,Bernard,Mack,,Herron,Mark,
89117,Friends of Marci Woodward,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Leon,8504041000,Woodward,Marci,,Fenner,Noreen,A.
88906,Friends of Maritime Alliance,PAC,Political Committee,610 South Boulevard,,Tampa,FL,33606,Hillsborough,8132543369,Kuzmick,Bill,,Watkins,Nancy,H.
91194,Friends of Mark Lightner,PAC,Political Committee,4310 Chardonnay Drive,,Rockledge,FL,32955,Brevard,3213450111,Lightner,Mark,,Lightner,Mark,
83713,Friends of Mark Sheldon,PAC,Political Committee,104 Twilight Bay Drive,,Panama City Beach,FL,32407,Bay,9414887794,Sheldon,Mark,,Robinson,Eric,
79941,Friends of Marlon Bolton PAC,PAC,Political Committee,1563 Capital Circle Southeast,Unit 44,Tallahassee,FL,32301,Leon,3059927885,Bolton,Marlon,,Bolton,Marlon,
89136,Friends of Marshall Rawson,PAC,Political Committee,17829 Northwest 20th Avenue,,Newberry,FL,32669,Alachua,3522153050,Rawson,Marshall,Clayton,Thornton,J.,Ronald
80060,Friends of Marty Kiar,PAC,Political Committee,120 South Monroe Street,,Tallahassee,FL,32301,Leon,8507277087,Kiar,Marty,,Ramba,David,E.
89492,Friends of Mary Downey,PAC,Political Committee,201 South Monroe Street,4th Floor,Tallahassee,FL,32301,Leon,8507240605,Kato,Natalie,,Kato,Natalie,
69372,Friends of Matt Caldwell,PAC,Political Committee,527 East Park Avenue,,Tallahassee,FL,32301,Miami-Dade,8504041000,Caldwell,Matt,,Fenner,Noreen,
84755,Friends of Matt McClain,PAC,Political Committee,526 East Park Avenue,,Tallahassee,FL,32301,Leon,8505666203,Elliott,Samuel,,Doster,Russell,
83810,Friends of Matt Susin,PAC,Political Committee,120 South Monroe Street,,Tallahassee,FL,32301,Leon,8507277087,Susin,Matt,,Ramba,David,E
